trash,Font,Text,num
2052,399.0,"Helvetica, Arial, sans-serif","Note: We also fixed a bug with Twitter authorization, so if you or your commenters were having any trouble logging in to comment using a Twitter account, that should be working now. If you have feedback or questions on any of these updates, please contact us. Thanks!",
2053,400.0,"Helvetica, Arial, sans-serif",Posted by Cheri Lucas Rowlands in Uncategorized,
2054,401.0,"Helvetica, Arial, sans-serif","In our last post, we focused on commenting etiquette, so this time, let’s move across the table and talk about moderating your comments.",
2055,402.0,"Helvetica, Arial, sans-serif","IntenseDebate offers some powerful moderation options. On your Moderation Settings page, you can customize your settings to filter and moderate by keywords, the number of links in a comment, and commenters’ email addresses or IP addresses.",
2056,403.0,"Helvetica, Arial, sans-serif","You can also enable a profanity filter, ban specific usernames, and automatically approve comments from users who meet a minimum reputation score, which you can specify in your settings.",
2057,404.0,"Helvetica, Arial, sans-serif","Sure, you’ve set up your moderation options, but that doesn’t mean you’re done. Comment moderation is a regular part of the blogging process. The discussion you generate is just as important as your content. Here are some moderating tips:",
2058,405.0,"Helvetica, Arial, sans-serif","For more details on moderating comments, visit the moderation support page.",
2059,406.0,"Helvetica, Arial, sans-serif","As for IntenseDebate updates, we’ve upgraded servers to PHP5.4 to improve performance, removed OpenID, and fixed a bug with Facebook Connect that prevented you from logging in using Facebook if you were already logged into Facebook. ",
2060,407.0,"Helvetica, Arial, sans-serif","If you have questions or comments about IntenseDebate, send us a note.",
2061,408.0,"Helvetica, Arial, sans-serif",Posted by Cheri Lucas Rowlands in features,
2062,409.0,"Helvetica, Arial, sans-serif","In the past, we’ve used this blog to post news and updates about our commenting software. We hope IntenseDebate has improved your overall experience on different sites — including your own.",
2063,410.0,"Helvetica, Arial, sans-serif","This time around we thought it’d be helpful to offer tips on commenting in general. What’s the point of setting up and using IntenseDebate’s features if you make comments in the blogosphere but no one engages with you? We’re all for an intense debate, but your comments must always help to generate a lively, healthy, and constructive discussion.",
2064,411.0,"Helvetica, Arial, sans-serif",Here are some tips on how to be a more thoughtful and effective commenter:,
2065,412.0,"Helvetica, Arial, sans-serif",Posted by Cheri Lucas Rowlands in community,
2066,413.0,"Helvetica, Arial, sans-serif",Enter your email address to subscribe to this blog and receive notifications of new posts by email.,
2067,414.0,"Helvetica, Arial, sans-serif","Join 8,585 other followers",
2068,415.0,"Helvetica, Arial, sans-serif",,
2069,416.0,"Helvetica, Arial, sans-serif",Subscribe me!,
2070,417.0,"Helvetica, Arial, sans-serif","2,909 comments",
2071,418.0,"Helvetica, Arial, sans-serif","by 15,964 readers",
2072,419.0,"Helvetica, Arial, sans-serif",IntenseDebate,
2073,420.0,"Helvetica, Arial, sans-serif",The last comments for,
2074,421.0,"Helvetica, Arial, sans-serif",Important Update to our Blogger Integration,
2075,422.0,"Helvetica, Arial, sans-serif","If you follow the instructions on this blog post you should be all set! :) If not, please contact us...",
2076,423.0,"Helvetica, Arial, sans-serif",» 475 weeks ago,
2077,424.0,"Helvetica, Arial, sans-serif","If you are still encountering that issue, can you please send me your template as an attached xml file...",
2078,425.0,"Helvetica, Arial, sans-serif",» 475 weeks ago,
2079,426.0,"Helvetica, Arial, sans-serif",The last comments for,
2080,427.0,"Helvetica, Arial, sans-serif",Styling Tip: Moving the Comment Form to the Top,
2081,428.0,"Helvetica, Arial, sans-serif",I'm so sorry for the delay - your comment slipped through! Please submit this through the,
2082,429.0,"Helvetica, Arial, sans-serif",,
2083,430.0,"Helvetica, Arial, sans-serif",I installed this code but it didn't work in Firefox. Removed the css but now BOTH intense debate...,
2084,431.0,"Helvetica, Arial, sans-serif",» 483 weeks ago,
2085,432.0,"Helvetica, Arial, sans-serif",The last comments for,
2086,433.0,"Helvetica, Arial, sans-serif",Important Update to our Blogger Integration,
2087,434.0,"Helvetica, Arial, sans-serif","I was using the widget, but I've just unistalled it and reinstalled as template version. I don't...",
2088,435.0,"Helvetica, Arial, sans-serif",» 524 weeks ago,
2089,436.0,"Helvetica, Arial, sans-serif",Comments by IntenseDebate,
2090,437.0,"SST, sans-serif",,
2091,438.0,"SST, sans-serif","Yoan Fanise
CEO, Digixart",
2092,439.0,"SST, sans-serif",How developer Digixart used procedural generation to create the feeling of real freedom.,
2093,440.0,"SST, sans-serif","Kevin Zuhn
Creative Director, Young Horses Inc",
2094,441.0,"SST, sans-serif","Kristen Zitani
Content Communications Specialist, SIE",
2095,442.0,"SST, sans-serif","Justin Massongill
Content Communications Manager, Sony Interactive Entertainment",
2096,443.0,"SST, sans-serif",,
2097,444.0,"SST, sans-serif",,
2098,445.0,"SST, sans-serif",,
2099,446.0,"SST, sans-serif",,
2100,447.0,"SST, sans-serif","Parker Wilhelm
Marketing Content Manager, Bethesda Softworks",
2101,448.0,"SST, sans-serif",,
2102,449.0,"SST, sans-serif",,
2103,450.0,"SST, sans-serif",,
2104,451.0,"SST, sans-serif",,
2105,452.0,"SST, sans-serif",,
2106,453.0,"SST, sans-serif",,
2107,454.0,"SST, sans-serif","Jim Ryan
President & CEO, Sony Interactive Entertainment",
2108,455.0,"SST, sans-serif","Ilari Kuittinen
Managing Director Housemarque",
2109,456.0,"SST, sans-serif",,
2110,457.0,"SST, sans-serif",,
2111,458.0,"SST, sans-serif",,
2112,459.0,"SST, sans-serif",,
2113,460.0,"SST, sans-serif","Horizon Forbidden West - A Creative Collaboration with the Rijksmuseum | PS5, PS4",
2114,461.0,"SST, sans-serif",AI: The Somnium Files - nirvanA Initiative Gameplay Trailer | PS4,
2115,462.0,"SST, sans-serif","Trek to Yomi - Extended Gameplay Trailer | PS5, PS4",
2116,463.0,"SST, sans-serif","MLB The Show 22 - Learn The Show | PS5, PS4",
2117,464.0,"SST, sans-serif",SnowRunner - Release Date Reveal Trailer | PS5,
2118,465.0,"SST, sans-serif","Final Fantasy XIV Online - Patch 6.1 Trailer | PS5, PS4",
2119,466.0,"SST, sans-serif",Princess Farmer - Launch Trailer | PS4,
2120,467.0,"SST, sans-serif",Bloodstained: Ritual of the Night - Child of Light Update Trailer | PS4,
2121,468.0,"SST, sans-serif",,
2122,469.0,"SST, sans-serif",,
2123,470.0,"SST, sans-serif","Website © 2022 Sony Interactive Entertainment Europe. All content, game titles, trade names and/or trade dress, trademarks, artwork and associated imagery are trademarks and/or copyright material of their respective owners. All rights reserved. More info",
2124,471.0,"SST, sans-serif",,
2125,472.0,"Arial, Verdana, sans-serif",- more from Martha's Circle -,
2126,473.0,"Arial, Verdana, sans-serif",Go to marthastewart.com,
2127,474.0,"Arial, Verdana, sans-serif","Time for some high pruning and maintenance for the trees at my Bedford, New York farm.",
2128,475.0,"Arial, Verdana, sans-serif","Yesterday, my longtime arborists at SavATree came with a crew to do some upkeep on various trees including a grove of old sugar maples located outside my Summer House. These trees are original to the farm and provide dappled shade over a collection of tree peonies and azaleas. The arborists from SavATree are well-trained and use different climbing methods to reach some of the high dead branches that needed to be removed.",
2129,476.0,"Arial, Verdana, sans-serif","Here are some photos, enjoy.",
2130,477.0,"Arial, Verdana, sans-serif","Although we're expecting partly cloudy skies and some showers this week at my Bedford, New York farm, the gardens are still showing off lots of springtime blooms.",
2131,478.0,"Arial, Verdana, sans-serif","The garden beds are changing every single day. Trees are beginning to leaf out and various flowers are bursting with color and energy - muscari, Chionodoxa, corydalis, Cornus mas the cornelian cherry tree, and of course the daffodils.",
2132,479.0,"Arial, Verdana, sans-serif",Enjoy these photos.,
2133,480.0,"Arial, Verdana, sans-serif","Potting and planting hundreds of trees at the farm is a huge, yet exciting undertaking.",
2134,481.0,"Arial, Verdana, sans-serif","I love trees, and every year I plant hundreds, sometimes thousands. Trees are crucial to the environment. They provide food, protection, and homes to scores of birds and mammals. They also help combat climate change and release oxygen for all of us to live. This week, we received a shipment of bare-root cuttings from JLPN, a family owned tree company in Salem, Oregon. Bare-root trees are so named because the plants are dug from the ground while dormant, and stored without any soil surrounding their roots. Once the young specimens arrived, my gardeners and outdoor grounds crew placed them in tubs to soak overnight and then hurried to pot them the next day in nutrient-filled composted soil made right here at the farm.",
2135,482.0,"Arial, Verdana, sans-serif",Here are some photos - enjoy.,
2136,483.0,"Arial, Verdana, sans-serif", ,
2137,484.0,"Arial, Verdana, sans-serif","Maintaining Large Sugar Maple Trees
Apr 12, 2022
Read the Original",
2138,485.0,"Arial, Verdana, sans-serif","The Gardens in Mid-April
Apr 11, 2022
Read the Original",
2139,486.0,"Arial, Verdana, sans-serif","Potting Trees at the Farm
Apr 09, 2022
Read the Original",
2140,487.0,"Arial, Verdana, sans-serif","Planting Redbud Trees
Apr 08, 2022
Read the Original",
2141,488.0,"Arial, Verdana, sans-serif",,
2142,489.0,"Arial, Verdana, sans-serif",,
2143,490.0,"Arial, Verdana, sans-serif",,
2144,491.0,"Arial, Verdana, sans-serif",,
2145,492.0,"Arial, Verdana, sans-serif",,
2146,493.0,"Arial, Verdana, sans-serif",,
2147,494.0,"Arial, Verdana, sans-serif",,
2148,0.0,"""Helvetica Neue"", Helvetica, Arial, sans-serif",,
2149,1.0,"""Helvetica Neue"", Helvetica, Arial, sans-serif"," The Gladstone villa property was named after the former liberal prime minister William Gladstone, he died in 1898.  Gladstone villa dates back to 1900 and was located in Cardiff road, Bargoed, a former mining town in the South Wales valleys.

The is a prequel to the story  ” The Ghost of Gladstone villa” by Andrew Dexter",
2150,2.0,"""Helvetica Neue"", Helvetica, Arial, sans-serif","Henry Jones and his family lived there during the first world war, they were a family of 14 and the property was big enough to accommodate them.",
